state,stage,sex,date,completion,year
Pulau Pinang,primary,female,1/1/2016,97.2,2016
Pulau Pinang,primary,female,1/1/2017,98.16,2017
Pulau Pinang,primary,female,1/1/2018,97.2,2018
Pulau Pinang,primary,female,1/1/2019,97.1,2019
Pulau Pinang,primary,female,1/1/2020,97.8,2020
Pulau Pinang,primary,female,1/1/2021,96.8,2021
Pulau Pinang,primary,female,1/1/2022,98.9,2022
Pulau Pinang,primary,male,1/1/2016,95.93,2016
Pulau Pinang,primary,male,1/1/2017,95.35,2017
Pulau Pinang,primary,male,1/1/2018,95.9,2018
Pulau Pinang,primary,male,1/1/2019,95,2019
Pulau Pinang,primary,male,1/1/2020,96.1,2020
Pulau Pinang,primary,male,1/1/2021,91.6,2021
Pulau Pinang,primary,male,1/1/2022,96.6,2022
Pulau Pinang,secondary_lower,both,1/1/2016,94.7517,2016
Pulau Pinang,secondary_lower,both,1/1/2017,97.3899,2017
Pulau Pinang,secondary_lower,both,1/1/2018,95.4679,2018
Pulau Pinang,secondary_lower,both,1/1/2019,97.8,2019
Pulau Pinang,secondary_lower,both,1/1/2020,97.9,2020
Pulau Pinang,secondary_lower,both,1/1/2021,97.1,2021
Pulau Pinang,secondary_lower,both,1/1/2022,98.9,2022
Pulau Pinang,secondary_lower,female,1/1/2016,96.7884,2016
Pulau Pinang,secondary_lower,female,1/1/2017,97.4851,2017
Pulau Pinang,secondary_lower,female,1/1/2018,96.6006,2018
Pulau Pinang,secondary_lower,female,1/1/2019,98.9,2019
Pulau Pinang,secondary_lower,female,1/1/2020,99.1,2020
Pulau Pinang,secondary_lower,female,1/1/2021,97.9,2021
Pulau Pinang,secondary_lower,female,1/1/2022,99.7,2022
Pulau Pinang,secondary_lower,male,1/1/2016,92.7462,2016
Pulau Pinang,secondary_lower,male,1/1/2017,97.2984,2017
Pulau Pinang,secondary_lower,male,1/1/2018,94.3396,2018
Pulau Pinang,secondary_lower,male,1/1/2019,96.6,2019
Pulau Pinang,secondary_lower,male,1/1/2020,96.8,2020
Pulau Pinang,secondary_lower,male,1/1/2021,96.3,2021
Pulau Pinang,secondary_lower,male,1/1/2022,99.7,2022
Pulau Pinang,secondary_upper,both,1/1/2016,100.1947,2016
Pulau Pinang,secondary_upper,both,1/1/2017,95.4438,2017
Pulau Pinang,secondary_upper,both,1/1/2018,94.9794,2018
Pulau Pinang,secondary_upper,both,1/1/2019,96.9,2019
Pulau Pinang,secondary_upper,both,1/1/2020,92,2020
Pulau Pinang,secondary_upper,both,1/1/2021,95.5,2021
Pulau Pinang,secondary_upper,both,1/1/2022,100.5,2022
Pulau Pinang,secondary_upper,female,1/1/2016,100.3956,2016
Pulau Pinang,secondary_upper,female,1/1/2017,96.4923,2017
Pulau Pinang,secondary_upper,female,1/1/2018,96.6369,2018
Pulau Pinang,secondary_upper,female,1/1/2019,98.1,2019
Pulau Pinang,secondary_upper,female,1/1/2020,92.6,2020
Pulau Pinang,secondary_upper,female,1/1/2021,95.9,2021
Pulau Pinang,secondary_upper,female,1/1/2022,101,2022
Pulau Pinang,secondary_upper,male,1/1/2016,99.9818,2016
Pulau Pinang,secondary_upper,male,1/1/2017,94.3466,2017
Pulau Pinang,secondary_upper,male,1/1/2018,93.2466,2018
Pulau Pinang,secondary_upper,male,1/1/2019,95.6,2019
Pulau Pinang,secondary_upper,male,1/1/2020,91.5,2020
Pulau Pinang,secondary_upper,male,1/1/2021,95.1,2021
Pulau Pinang,secondary_upper,male,1/1/2022,100,2022
Sabah,primary,both,1/1/2016,99.75,2016
Sabah,primary,both,1/1/2017,99.04,2017
Sabah,primary,both,1/1/2018,99.12,2018
Sabah,primary,both,1/1/2019,100.3,2019
Sabah,primary,both,1/1/2020,100.3,2020
Sabah,primary,both,1/1/2021,97.7,2021
Sabah,primary,both,1/1/2022,100.6,2022
Sabah,primary,female,1/1/2016,100.24,2016
Sabah,primary,female,1/1/2017,99.59,2017
Sabah,primary,female,1/1/2018,100.16,2018
Sabah,primary,female,1/1/2019,101.2,2019
Sabah,primary,female,1/1/2020,101,2020
Sabah,primary,female,1/1/2021,98.1,2021
Sabah,primary,female,1/1/2022,100.8,2022
Sabah,primary,male,1/1/2016,99.29,2016
Sabah,primary,male,1/1/2017,98.51,2017
Sabah,primary,male,1/1/2018,98.14,2018
Sabah,primary,male,1/1/2019,99.4,2019
Sabah,primary,male,1/1/2020,99.8,2020
Sabah,primary,male,1/1/2021,97.3,2021
Sabah,primary,male,1/1/2022,100.3,2022
Sabah,secondary_lower,both,1/1/2016,90.1018,2016
Sabah,secondary_lower,both,1/1/2017,95.0703,2017
Sabah,secondary_lower,both,1/1/2018,94.6595,2018
Sabah,secondary_lower,both,1/1/2019,94.4,2019
Sabah,secondary_lower,both,1/1/2020,95.7,2020
Sabah,secondary_lower,both,1/1/2021,97.9,2021
Sabah,secondary_lower,both,1/1/2022,99.6,2022
Sabah,secondary_lower,female,1/1/2016,92.4599,2016
Sabah,secondary_lower,female,1/1/2017,96.8362,2017
Sabah,secondary_lower,female,1/1/2018,96.9419,2018
Sabah,secondary_lower,female,1/1/2019,96.4,2019
Sabah,secondary_lower,female,1/1/2020,97.5,2020
Sabah,secondary_lower,female,1/1/2021,98.7,2021
Sabah,secondary_lower,female,1/1/2022,99.7,2022
Sabah,secondary_lower,male,1/1/2016,87.8606,2016
Sabah,secondary_lower,male,1/1/2017,93.3594,2017
Sabah,secondary_lower,male,1/1/2018,92.4622,2018
Sabah,secondary_lower,male,1/1/2019,92.4,2019
Sabah,secondary_lower,male,1/1/2020,93.9,2020
Sabah,secondary_lower,male,1/1/2021,97.1,2021
Sabah,secondary_lower,male,1/1/2022,99.5,2022
Sabah,secondary_upper,both,1/1/2016,97.5882,2016
Sabah,secondary_upper,both,1/1/2017,96.3273,2017
Sabah,secondary_upper,both,1/1/2018,95.4015,2018
Sabah,secondary_upper,both,1/1/2019,95.3,2019
Sabah,secondary_upper,both,1/1/2020,94.2,2020
Sabah,secondary_upper,both,1/1/2021,98.7,2021
Sabah,secondary_upper,both,1/1/2022,99.6,2022
Sabah,secondary_upper,female,1/1/2016,98.1709,2016
Sabah,secondary_upper,female,1/1/2017,97.5322,2017
Sabah,secondary_upper,female,1/1/2018,96.7491,2018
Sabah,secondary_upper,female,1/1/2019,96.6,2019
Sabah,secondary_upper,female,1/1/2020,95.4,2020
Sabah,secondary_upper,female,1/1/2021,98.8,2021
Sabah,secondary_upper,female,1/1/2022,99.5,2022
Sabah,secondary_upper,male,1/1/2016,96.9636,2016
Sabah,secondary_upper,male,1/1/2017,95.0459,2017
Sabah,secondary_upper,male,1/1/2018,93.9898,2018
Sabah,secondary_upper,male,1/1/2019,93.9,2019
Sabah,secondary_upper,male,1/1/2020,92.9,2020
Sabah,secondary_upper,male,1/1/2021,98.5,2021
Sabah,secondary_upper,male,1/1/2022,99.7,2022
Sarawak,primary,both,1/1/2016,99.4,2016
Sarawak,primary,both,1/1/2017,99.54,2017
Sarawak,primary,both,1/1/2018,99.23,2018
Sarawak,primary,both,1/1/2019,99.9,2019
Sarawak,primary,both,1/1/2020,99.9,2020
Sarawak,primary,both,1/1/2021,100.1,2021
Sarawak,primary,both,1/1/2022,100.7,2022
Sarawak,primary,female,1/1/2016,100.02,2016
Sarawak,primary,female,1/1/2017,99.98,2017
Sarawak,primary,female,1/1/2018,99.57,2018
Sarawak,primary,female,1/1/2019,100,2019
Sarawak,primary,female,1/1/2020,100.1,2020
Sarawak,primary,female,1/1/2021,100.7,2021
Sarawak,primary,female,1/1/2022,101.1,2022
Sarawak,primary,male,1/1/2016,98.82,2016
Sarawak,primary,male,1/1/2017,99.13,2017
Sarawak,primary,male,1/1/2018,98.91,2018
Sarawak,primary,male,1/1/2019,99.7,2019
Sarawak,primary,male,1/1/2020,99.6,2020
Sarawak,primary,male,1/1/2021,99.6,2021
Sarawak,primary,male,1/1/2022,100.3,2022
Sarawak,secondary_lower,both,1/1/2016,94.3106,2016
Sarawak,secondary_lower,both,1/1/2017,95.7767,2017
Sarawak,secondary_lower,both,1/1/2018,95.3701,2018
Sarawak,secondary_lower,both,1/1/2019,95.3,2019
Sarawak,secondary_lower,both,1/1/2020,96,2020
Sarawak,secondary_lower,both,1/1/2021,97.5,2021
Sarawak,secondary_lower,both,1/1/2022,99,2022
Sarawak,secondary_lower,female,1/1/2016,96.4445,2016
Sarawak,secondary_lower,female,1/1/2017,97.5599,2017
Sarawak,secondary_lower,female,1/1/2018,97.2874,2018
Sarawak,secondary_lower,female,1/1/2019,97.1,2019
Sarawak,secondary_lower,female,1/1/2020,97.7,2020
Sarawak,secondary_lower,female,1/1/2021,98.7,2021
Sarawak,secondary_lower,female,1/1/2022,99.6,2022
Sarawak,secondary_lower,male,1/1/2016,92.2721,2016
Sarawak,secondary_lower,male,1/1/2017,94.0587,2017
Sarawak,secondary_lower,male,1/1/2018,93.5813,2018
Sarawak,secondary_lower,male,1/1/2019,93.5,2019
Sarawak,secondary_lower,male,1/1/2020,94.4,2020
Sarawak,secondary_lower,male,1/1/2021,96.4,2021
Sarawak,secondary_lower,male,1/1/2022,98.5,2022
Sarawak,secondary_upper,both,1/1/2016,97.7736,2016
Sarawak,secondary_upper,both,1/1/2017,95.9102,2017
Sarawak,secondary_upper,both,1/1/2018,96.2509,2018
Sarawak,secondary_upper,both,1/1/2019,96,2019
Sarawak,secondary_upper,both,1/1/2020,91.8,2020
Sarawak,secondary_upper,both,1/1/2021,97.5,2021
Sarawak,secondary_upper,both,1/1/2022,98.9,2022
Sarawak,secondary_upper,female,1/1/2016,98.4458,2016
Sarawak,secondary_upper,female,1/1/2017,97.2364,2017
Sarawak,secondary_upper,female,1/1/2018,97.283,2018
Sarawak,secondary_upper,female,1/1/2019,97.2,2019
Sarawak,secondary_upper,female,1/1/2020,92.9,2020
Sarawak,secondary_upper,female,1/1/2021,97.9,2021
Sarawak,secondary_upper,female,1/1/2022,98.9,2022
Sarawak,secondary_upper,male,1/1/2016,97.0583,2016
Sarawak,secondary_upper,male,1/1/2017,94.4892,2017
Sarawak,secondary_upper,male,1/1/2018,95.1596,2018
Sarawak,secondary_upper,male,1/1/2019,94.8,2019
Sarawak,secondary_upper,male,1/1/2020,90.6,2020
Sarawak,secondary_upper,male,1/1/2021,97.2,2021
Sarawak,secondary_upper,male,1/1/2022,98.8,2022
Selangor,primary,both,1/1/2016,96.86,2016
Selangor,primary,both,1/1/2017,96.03,2017
Selangor,primary,both,1/1/2018,95.56,2018
Selangor,primary,both,1/1/2019,96.1,2019
Selangor,primary,both,1/1/2020,97.3,2020
Selangor,primary,both,1/1/2021,104.5,2021
Selangor,primary,both,1/1/2022,98.6,2022
Selangor,primary,female,1/1/2016,97.59,2016
Selangor,primary,female,1/1/2017,96.6,2017
Selangor,primary,female,1/1/2018,96.51,2018
Selangor,primary,female,1/1/2019,96.9,2019
Selangor,primary,female,1/1/2020,98.1,2020
Selangor,primary,female,1/1/2021,105.4,2021
Selangor,primary,female,1/1/2022,99.1,2022
Selangor,primary,male,1/1/2016,96.17,2016
Selangor,primary,male,1/1/2017,95.48,2017
Selangor,primary,male,1/1/2018,94.68,2018
Selangor,primary,male,1/1/2019,95.4,2019
Selangor,primary,male,1/1/2020,96.4,2020
Selangor,primary,male,1/1/2021,103.6,2021
Selangor,primary,male,1/1/2022,98.2,2022
Selangor,secondary_lower,both,1/1/2016,98.0499,2016
Selangor,secondary_lower,both,1/1/2017,100.1307,2017
Selangor,secondary_lower,both,1/1/2018,102.0542,2018
Selangor,secondary_lower,both,1/1/2019,97.6,2019
Selangor,secondary_lower,both,1/1/2020,97.1,2020
Selangor,secondary_lower,both,1/1/2021,101.8,2021
Selangor,secondary_lower,both,1/1/2022,98.1,2022
Selangor,secondary_lower,female,1/1/2016,98.6911,2016
Selangor,secondary_lower,female,1/1/2017,100.2461,2017
Selangor,secondary_lower,female,1/1/2018,101.8743,2018
Selangor,secondary_lower,female,1/1/2019,99.1,2019
Selangor,secondary_lower,female,1/1/2020,98.2,2020
Selangor,secondary_lower,female,1/1/2021,101.5,2021
Selangor,secondary_lower,female,1/1/2022,98.4,2022
Selangor,secondary_lower,male,1/1/2016,97.4134,2016
Selangor,secondary_lower,male,1/1/2017,100.0173,2017
Selangor,secondary_lower,male,1/1/2018,102.2325,2018
Selangor,secondary_lower,male,1/1/2019,96.1,2019
Selangor,secondary_lower,male,1/1/2020,95.9,2020
Selangor,secondary_lower,male,1/1/2021,102.1,2021
Selangor,secondary_lower,male,1/1/2022,97.7,2022
Selangor,secondary_upper,both,1/1/2016,100.3258,2016
Selangor,secondary_upper,both,1/1/2017,97.3706,2017
Selangor,secondary_upper,both,1/1/2018,97.6012,2018
Selangor,secondary_upper,both,1/1/2019,95.8,2019
Selangor,secondary_upper,both,1/1/2020,93,2020
Selangor,secondary_upper,both,1/1/2021,95.6,2021
Selangor,secondary_upper,both,1/1/2022,99.3,2022
Selangor,secondary_upper,female,1/1/2016,100.6855,2016
Selangor,secondary_upper,female,1/1/2017,98.2312,2017
Selangor,secondary_upper,female,1/1/2018,98.9636,2018
Selangor,secondary_upper,female,1/1/2019,96.9,2019
Selangor,secondary_upper,female,1/1/2020,93.5,2020
Selangor,secondary_upper,female,1/1/2021,96.1,2021
Selangor,secondary_upper,female,1/1/2022,99.6,2022
Selangor,secondary_upper,male,1/1/2016,99.9505,2016
Selangor,secondary_upper,male,1/1/2017,96.4688,2017
Selangor,secondary_upper,male,1/1/2018,96.2022,2018
Selangor,secondary_upper,male,1/1/2019,94.6,2019
Selangor,secondary_upper,male,1/1/2020,92.4,2020
Selangor,secondary_upper,male,1/1/2021,95,2021
Selangor,secondary_upper,male,1/1/2022,98.9,2022
Terengganu,primary,both,1/1/2016,100.43,2016
Terengganu,primary,both,1/1/2017,100.06,2017
Terengganu,primary,both,1/1/2018,99.87,2018
Terengganu,primary,both,1/1/2019,100.7,2019
Terengganu,primary,both,1/1/2020,100.4,2020
Terengganu,primary,both,1/1/2021,103.7,2021
Terengganu,primary,both,1/1/2022,103.8,2022
Terengganu,primary,female,1/1/2016,101.43,2016
Terengganu,primary,female,1/1/2017,101.45,2017
Terengganu,primary,female,1/1/2018,101.81,2018
Terengganu,primary,female,1/1/2019,101.5,2019
Terengganu,primary,female,1/1/2020,101.9,2020
Terengganu,primary,female,1/1/2021,104.4,2021
Terengganu,primary,female,1/1/2022,104.6,2022
Terengganu,primary,male,1/1/2016,99.51,2016
Terengganu,primary,male,1/1/2017,98.7,2017
Terengganu,primary,male,1/1/2018,97.99,2018
Terengganu,primary,male,1/1/2019,100,2019
Terengganu,primary,male,1/1/2020,99,2020
Terengganu,primary,male,1/1/2021,102.9,2021
Terengganu,primary,male,1/1/2022,103.1,2022
Terengganu,secondary_lower,both,1/1/2016,96.8437,2016
Terengganu,secondary_lower,both,1/1/2017,98.9429,2017
Terengganu,secondary_lower,both,1/1/2018,100.4034,2018
Terengganu,secondary_lower,both,1/1/2019,101.7,2019
Terengganu,secondary_lower,both,1/1/2020,99.5,2020
Terengganu,secondary_lower,both,1/1/2021,99,2021
Terengganu,secondary_lower,both,1/1/2022,99.7,2022
Terengganu,secondary_lower,female,1/1/2016,97.9727,2016
Terengganu,secondary_lower,female,1/1/2017,99.5636,2017
Terengganu,secondary_lower,female,1/1/2018,100.3665,2018
Terengganu,secondary_lower,female,1/1/2019,101.7,2019
Terengganu,secondary_lower,female,1/1/2020,99.9,2020
Terengganu,secondary_lower,female,1/1/2021,99,2021
Terengganu,secondary_lower,female,1/1/2022,99.9,2022
Terengganu,secondary_lower,male,1/1/2016,95.7021,2016
Terengganu,secondary_lower,male,1/1/2017,98.3104,2017
Terengganu,secondary_lower,male,1/1/2018,100.4405,2018
Terengganu,secondary_lower,male,1/1/2019,101.7,2019
Terengganu,secondary_lower,male,1/1/2020,99.2,2020
Terengganu,secondary_lower,male,1/1/2021,99.1,2021
Terengganu,secondary_lower,male,1/1/2022,99.6,2022
Terengganu,secondary_upper,both,1/1/2016,99.5952,2016
Terengganu,secondary_upper,both,1/1/2017,98.0835,2017
Terengganu,secondary_upper,both,1/1/2018,98.1639,2018
Terengganu,secondary_upper,both,1/1/2019,99.9,2019
Terengganu,secondary_upper,both,1/1/2020,96.1,2020
Terengganu,secondary_upper,both,1/1/2021,100.5,2021
Terengganu,secondary_upper,both,1/1/2022,99,2022
Terengganu,secondary_upper,female,1/1/2016,99.4789,2016
Terengganu,secondary_upper,female,1/1/2017,98.8052,2017
Terengganu,secondary_upper,female,1/1/2018,98.4996,2018
Terengganu,secondary_upper,female,1/1/2019,100.8,2019
Terengganu,secondary_upper,female,1/1/2020,97.3,2020
Terengganu,secondary_upper,female,1/1/2021,100,2021
Terengganu,secondary_upper,female,1/1/2022,99.1,2022
Terengganu,secondary_upper,male,1/1/2016,99.7217,2016
Terengganu,secondary_upper,male,1/1/2017,97.3145,2017
Terengganu,secondary_upper,male,1/1/2018,97.8014,2018
Terengganu,secondary_upper,male,1/1/2019,99,2019
Terengganu,secondary_upper,male,1/1/2020,94.9,2020
Terengganu,secondary_upper,male,1/1/2021,100.9,2021
Terengganu,secondary_upper,male,1/1/2022,98.8,2022
Kuala Lumpur,primary,both,1/1/2016,91.93,2016
Kuala Lumpur,primary,both,1/1/2017,90.37,2017
Kuala Lumpur,primary,both,1/1/2018,91.18,2018
Kuala Lumpur,primary,both,1/1/2019,91.6,2019
Kuala Lumpur,primary,both,1/1/2020,92.4,2020
Kuala Lumpur,primary,both,1/1/2021,94.5,2021
Kuala Lumpur,primary,both,1/1/2022,93.8,2022
Kuala Lumpur,primary,female,1/1/2016,93.13,2016
Kuala Lumpur,primary,female,1/1/2017,91.38,2017
Kuala Lumpur,primary,female,1/1/2018,92.1,2018
Kuala Lumpur,primary,female,1/1/2019,92.5,2019
Kuala Lumpur,primary,female,1/1/2020,93.1,2020
Kuala Lumpur,primary,female,1/1/2021,96.8,2021
Kuala Lumpur,primary,female,1/1/2022,94.6,2022
Kuala Lumpur,primary,male,1/1/2016,90.8,2016
Kuala Lumpur,primary,male,1/1/2017,89.4,2017
Kuala Lumpur,primary,male,1/1/2018,90.31,2018
Kuala Lumpur,primary,male,1/1/2019,90.7,2019
Kuala Lumpur,primary,male,1/1/2020,91.6,2020
Kuala Lumpur,primary,male,1/1/2021,92.4,2021
Kuala Lumpur,primary,male,1/1/2022,92.9,2022
Kuala Lumpur,secondary_lower,both,1/1/2016,98.0524,2016
Kuala Lumpur,secondary_lower,both,1/1/2017,96.7909,2017
Kuala Lumpur,secondary_lower,both,1/1/2018,94.0251,2018
Kuala Lumpur,secondary_lower,both,1/1/2019,97.6,2019
Kuala Lumpur,secondary_lower,both,1/1/2020,96.5,2020
Kuala Lumpur,secondary_lower,both,1/1/2021,98,2021
Kuala Lumpur,secondary_lower,both,1/1/2022,96.4,2022
Kuala Lumpur,secondary_lower,female,1/1/2016,99.2771,2016
Kuala Lumpur,secondary_lower,female,1/1/2017,97.4007,2017
Kuala Lumpur,secondary_lower,female,1/1/2018,95.4319,2018
Kuala Lumpur,secondary_lower,female,1/1/2019,98,2019
Kuala Lumpur,secondary_lower,female,1/1/2020,98,2020
Kuala Lumpur,secondary_lower,female,1/1/2021,98.7,2021
Kuala Lumpur,secondary_lower,female,1/1/2022,96.4,2022
Kuala Lumpur,secondary_lower,male,1/1/2016,96.8634,2016
Kuala Lumpur,secondary_lower,male,1/1/2017,96.1827,2017
Kuala Lumpur,secondary_lower,male,1/1/2018,92.6775,2018
Kuala Lumpur,secondary_lower,male,1/1/2019,97.2,2019
Kuala Lumpur,secondary_lower,male,1/1/2020,94.9,2020
Kuala Lumpur,secondary_lower,male,1/1/2021,97.2,2021
Kuala Lumpur,secondary_lower,male,1/1/2022,96.5,2022
Kuala Lumpur,secondary_upper,both,1/1/2016,100.5322,2016
Kuala Lumpur,secondary_upper,both,1/1/2017,92.2802,2017
Kuala Lumpur,secondary_upper,both,1/1/2018,91.9811,2018
Kuala Lumpur,secondary_upper,both,1/1/2019,99.4,2019
Kuala Lumpur,secondary_upper,both,1/1/2020,80.8,2020
Kuala Lumpur,secondary_upper,both,1/1/2021,94.7,2021
Kuala Lumpur,secondary_upper,both,1/1/2022,97.5,2022
Kuala Lumpur,secondary_upper,female,1/1/2016,101.1574,2016
Kuala Lumpur,secondary_upper,female,1/1/2017,92.2339,2017
Kuala Lumpur,secondary_upper,female,1/1/2018,93.8397,2018
Kuala Lumpur,secondary_upper,female,1/1/2019,100.6,2019
Kuala Lumpur,secondary_upper,female,1/1/2020,80.7,2020
Kuala Lumpur,secondary_upper,female,1/1/2021,94.9,2021
Kuala Lumpur,secondary_upper,female,1/1/2022,98.1,2022
Kuala Lumpur,secondary_upper,male,1/1/2016,99.9075,2016
Kuala Lumpur,secondary_upper,male,1/1/2017,92.3269,2017
Kuala Lumpur,secondary_upper,male,1/1/2018,90.1594,2018
Kuala Lumpur,secondary_upper,male,1/1/2019,98.1,2019
Kuala Lumpur,secondary_upper,male,1/1/2020,80.9,2020
Kuala Lumpur,secondary_upper,male,1/1/2021,94.5,2021
Kuala Lumpur,secondary_upper,male,1/1/2022,97,2022
Labuan,primary,both,1/1/2016,95.05,2016
Labuan,primary,both,1/1/2017,91.31,2017
Labuan,primary,both,1/1/2018,94.54,2018
Labuan,primary,both,1/1/2019,89.8,2019
Labuan,primary,both,1/1/2020,94.1,2020
Labuan,primary,both,1/1/2021,91.4,2021
Labuan,primary,both,1/1/2022,92.4,2022
Labuan,primary,female,1/1/2016,97.96,2016
Labuan,primary,female,1/1/2017,90.31,2017
Labuan,primary,female,1/1/2018,94.99,2018
Labuan,primary,female,1/1/2019,90,2019
Labuan,primary,female,1/1/2020,96.8,2020
Labuan,primary,female,1/1/2021,93.2,2021
Labuan,primary,female,1/1/2022,93.9,2022
Labuan,primary,male,1/1/2016,92.4,2016
Labuan,primary,male,1/1/2017,92.24,2017
Labuan,primary,male,1/1/2018,94.09,2018
Labuan,primary,male,1/1/2019,89.7,2019
Labuan,primary,male,1/1/2020,91.6,2020
Labuan,primary,male,1/1/2021,89.5,2021
Labuan,primary,male,1/1/2022,90.9,2022
Labuan,secondary_lower,both,1/1/2016,78.3156,2016
Labuan,secondary_lower,both,1/1/2017,99.43,2017
Labuan,secondary_lower,both,1/1/2018,89.127,2018
Labuan,secondary_lower,both,1/1/2019,94.1,2019
Labuan,secondary_lower,both,1/1/2020,103.9,2020
Labuan,secondary_lower,both,1/1/2021,98,2021
Labuan,secondary_lower,both,1/1/2022,102.8,2022
Labuan,secondary_lower,female,1/1/2016,80.4911,2016
Labuan,secondary_lower,female,1/1/2017,99.5,2017
Labuan,secondary_lower,female,1/1/2018,89.0909,2018
Labuan,secondary_lower,female,1/1/2019,94.2,2019
Labuan,secondary_lower,female,1/1/2020,104.7,2020
Labuan,secondary_lower,female,1/1/2021,98.2,2021
Labuan,secondary_lower,female,1/1/2022,103.2,2022
Labuan,secondary_lower,male,1/1/2016,76.2581,2016
Labuan,secondary_lower,male,1/1/2017,99.3631,2017
Labuan,secondary_lower,male,1/1/2018,89.1603,2018
Labuan,secondary_lower,male,1/1/2019,94,2019
Labuan,secondary_lower,male,1/1/2020,103.2,2020
Labuan,secondary_lower,male,1/1/2021,97.8,2021
Labuan,secondary_lower,male,1/1/2022,102.5,2022
Labuan,secondary_upper,both,1/1/2016,101.9983,2016
Labuan,secondary_upper,both,1/1/2017,97.0185,2017
Labuan,secondary_upper,both,1/1/2018,91.4501,2018
Labuan,secondary_upper,both,1/1/2019,99.9,2019
Labuan,secondary_upper,both,1/1/2020,95.8,2020
Labuan,secondary_upper,both,1/1/2021,96,2021
Labuan,secondary_upper,both,1/1/2022,99.3,2022
Labuan,secondary_upper,female,1/1/2016,100.1721,2016
Labuan,secondary_upper,female,1/1/2017,98.7138,2017
Labuan,secondary_upper,female,1/1/2018,91.0774,2018
Labuan,secondary_upper,female,1/1/2019,103.5,2019
Labuan,secondary_upper,female,1/1/2020,95.3,2020
Labuan,secondary_upper,female,1/1/2021,95,2021
Labuan,secondary_upper,female,1/1/2022,99.5,2022
Labuan,secondary_upper,male,1/1/2016,103.8596,2016
Labuan,secondary_upper,male,1/1/2017,95.315,2017
Labuan,secondary_upper,male,1/1/2018,91.8197,2018
Labuan,secondary_upper,male,1/1/2019,96.7,2019
Labuan,secondary_upper,male,1/1/2020,96.4,2020
Labuan,secondary_upper,male,1/1/2021,97,2021
Labuan,secondary_upper,male,1/1/2022,99.2,2022
Putrajaya,primary,both,1/1/2016,103.48,2016
Putrajaya,primary,both,1/1/2017,103.56,2017
Putrajaya,primary,both,1/1/2018,101.26,2018
Putrajaya,primary,both,1/1/2019,99.5,2019
Putrajaya,primary,both,1/1/2020,101.4,2020
Putrajaya,primary,both,1/1/2021,76.8,2021
Putrajaya,primary,both,1/1/2022,102.9,2022
Putrajaya,primary,female,1/1/2016,104.8,2016
Putrajaya,primary,female,1/1/2017,103.56,2017
Putrajaya,primary,female,1/1/2018,102.78,2018
Putrajaya,primary,female,1/1/2019,99.5,2019
Putrajaya,primary,female,1/1/2020,104.3,2020
Putrajaya,primary,female,1/1/2021,80,2021
Putrajaya,primary,female,1/1/2022,104.9,2022
Putrajaya,primary,male,1/1/2016,102.23,2016
Putrajaya,primary,male,1/1/2017,103.56,2017
Putrajaya,primary,male,1/1/2018,99.7,2018
Putrajaya,primary,male,1/1/2019,99.6,2019
Putrajaya,primary,male,1/1/2020,98.7,2020
Putrajaya,primary,male,1/1/2021,73.9,2021
Putrajaya,primary,male,1/1/2022,101.1,2022
Putrajaya,secondary_lower,both,1/1/2016,110.3378,2016
Putrajaya,secondary_lower,both,1/1/2017,107.5758,2017
Putrajaya,secondary_lower,both,1/1/2018,97.7966,2018
Putrajaya,secondary_lower,both,1/1/2019,103.3,2019
Putrajaya,secondary_lower,both,1/1/2020,105.7,2020
Putrajaya,secondary_lower,both,1/1/2021,97.5,2021
Putrajaya,secondary_lower,both,1/1/2022,103.2,2022
Putrajaya,secondary_lower,female,1/1/2016,111.7188,2016
Putrajaya,secondary_lower,female,1/1/2017,109.7004,2017
Putrajaya,secondary_lower,female,1/1/2018,98.8447,2018
Putrajaya,secondary_lower,female,1/1/2019,108.6,2019
Putrajaya,secondary_lower,female,1/1/2020,108.3,2020
Putrajaya,secondary_lower,female,1/1/2021,97.2,2021
Putrajaya,secondary_lower,female,1/1/2022,105.9,2022
Putrajaya,secondary_lower,male,1/1/2016,109.2857,2016
Putrajaya,secondary_lower,male,1/1/2017,105.889,2017
Putrajaya,secondary_lower,male,1/1/2018,96.9728,2018
Putrajaya,secondary_lower,male,1/1/2019,99.1,2019
Putrajaya,secondary_lower,male,1/1/2020,103.6,2020
Putrajaya,secondary_lower,male,1/1/2021,97.8,2021
Putrajaya,secondary_lower,male,1/1/2022,100.9,2022
Putrajaya,secondary_upper,both,1/1/2016,109.4761,2016
Putrajaya,secondary_upper,both,1/1/2017,97.0238,2017
Putrajaya,secondary_upper,both,1/1/2018,95.034,2018
Putrajaya,secondary_upper,both,1/1/2019,103.6,2019
Putrajaya,secondary_upper,both,1/1/2020,93.5,2020
Putrajaya,secondary_upper,both,1/1/2021,93.7,2021
Putrajaya,secondary_upper,both,1/1/2022,101.7,2022
Putrajaya,secondary_upper,female,1/1/2016,110.9515,2016
Putrajaya,secondary_upper,female,1/1/2017,95.2872,2017
Putrajaya,secondary_upper,female,1/1/2018,94.8438,2018
Putrajaya,secondary_upper,female,1/1/2019,101.2,2019
Putrajaya,secondary_upper,female,1/1/2020,93.6,2020
Putrajaya,secondary_upper,female,1/1/2021,94.5,2021
Putrajaya,secondary_upper,female,1/1/2022,99.1,2022
Putrajaya,secondary_upper,male,1/1/2016,108.3671,2016
